"2020-02-24 17:06:03 INFO  c.e.c.Application:55 restartedMain - Starting Application on LAPTOP-CFDNRV5J with PID 8504 (C:\Users\melki\eclipse-workspace\Cdek\target\classes started by melki in C:\Users\melki\eclipse-workspace\Cdek)
""2020-02-24 17:14:03 INFO  o.s.b.w.e.t.TomcatWebServer:204 restartedMain - Tomcat started on port(s): 8080 (http) with context path ''
""2020-02-24 17:14:03 INFO  c.e.c.Application:61 restartedMain - Started Application in 5.8 seconds (JVM running for 7.331)
""2020-02-24 17:14:24 INFO  o.a.c.c.C.[.[.[/]:173 http-nio-8080-exec-1 - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-02-24 17:14:25 WARN  o.a.c.u.SessionIdGeneratorBase:173 http-nio-8080-exec-1 - Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [391] milliseconds.
""2020-02-24 17:16:23 INFO  o.s.s.c.ThreadPoolTaskExecutor:208 Thread-5 - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-02-24 17:16:23 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean:598 Thread-5 - Closing JPA EntityManagerFactory for persistence unit 'default'
""2020-02-24 17:16:23 INFO  c.z.h.HikariDataSource:350 Thread-5 - HikariPool-1 - Shutdown initiated...
""2020-02-24 17:16:23 INFO  c.z.h.HikariDataSource:352 Thread-5 - HikariPool-1 - Shutdown completed.
""2020-02-24 17:16:24 INFO  c.e.c.Application:55 restartedMain - Starting Application on LAPTOP-CFDNRV5J with PID 11332 (C:\Users\melki\eclipse-workspace\Cdek\target\classes started by melki in C:\Users\melki\eclipse-workspace\Cdek)
""2020-02-24 17:16:24 INFO  c.e.c.Application:651 restartedMain - No active profile set, falling back to default profiles: default
""2020-02-24 17:16:24 INFO  o.s.d.r.c.RepositoryConfigurationDelegate:127 restartedMain - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2020-02-24 17:16:24 INFO  o.s.d.r.c.RepositoryConfigurationDelegate:187 restartedMain - Finished Spring Data repository scanning in 7ms. Found 0 JPA repository interfaces.
""2020-02-24 17:16:24 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:330 restartedMain - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2020-02-24 17:16:24 INFO  o.s.b.w.e.t.TomcatWebServer:92 restartedMain - Tomcat initialized with port(s): 8080 (http)
""2020-02-24 17:16:24 INFO  o.a.c.c.StandardService:173 restartedMain - Starting service [Tomcat]
""2020-02-24 17:16:24 INFO  o.a.c.c.StandardEngine:173 restartedMain - Starting Servlet engine: [Apache Tomcat/9.0.30]
